postcode,check,difference,action
3063,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3064,labour_force_additivity,7.0,retain counts; ABS perturbation can break additivity
3065,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3066,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3067,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3068,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3072,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3073,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3074,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3076,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3078,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
3079,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3083,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
3085,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3087,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
3088,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
3090,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
3091,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3093,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3094,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
3095,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
3096,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3097,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3099,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3101,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3102,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3103,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3104,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3105,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3106,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
3107,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3108,labour_force_additivity,7.0,retain counts; ABS perturbation can break additivity
3109,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
3111,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3113,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
3114,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
3115,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3121,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3122,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3124,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3125,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3126,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3127,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3128,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3129,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3130,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
3132,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3133,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3134,labour_force_additivity,9.0,retain counts; ABS perturbation can break additivity
3136,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3137,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3138,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3140,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3141,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3142,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
3143,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3144,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3145,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3146,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3147,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3148,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3149,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3150,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3151,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3153,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3154,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
3155,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3159,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3160,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3161,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3162,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3165,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3166,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3168,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3169,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3171,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3172,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3173,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3174,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3175,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3177,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3178,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3180,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3181,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3182,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3183,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3184,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3185,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3186,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
3187,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3188,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3189,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
3190,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
3191,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3192,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3193,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3194,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
3196,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3197,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3198,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3199,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3200,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3201,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3202,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3204,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
3206,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3211,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3212,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3213,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3214,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3215,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3216,labour_force_additivity,7.0,retain counts; ABS perturbation can break additivity
3217,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3218,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3219,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3220,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
